id_show,show_type,title,cast,release_year,duration_mins,seasons,listed_in,company
14534,Movie,Dilan 1990,"Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",2018,109,0,"Dramas, International Movies, Romantic Movies",Netflix
14535,Movie,Dilan 1991,"Iqbaal Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp, Happy Salma, Farhan, Maudy Koesnaedi, Jerome Kurnia",2019,118,0,"Dramas, International Movies, Romantic Movies",Netflix
14536,Movie,Fan Of Amoory,"Almulla Abdulrahman, Mansour Al Felei, Abdullah Bin Heider, Alhamadi Hamad, Alzaabi Matar, Albloushi Mayed, Althogali Saif, Alaa Shakir",2018,109,0,"Children & Family Movies, Dramas, International Movies",Netflix
14537,Movie,Malang,"Anil Kapoor, Aditya Roy Kapur, Disha Patani, Kunal Khemu, Makrand Deshpande, Vatsal Seth, Amruta Khanvilkar, Shaad Randhawa",2020,131,0,"Action & Adventure, International Movies, Romantic Movies",Netflix
14538,Movie,Match,"Mahmood Bin Shamsan, Waleed Alyasi, Sawsan Saad",2017,91,0,"Dramas, International Movies",Netflix
14539,Movie,Rencor Tatuado,"Diana Lein, Irving Peña, César Romero, César Ramos, Giovanna Zacarías, Mónica Del Carmen, Rocío Verdejo, Itatí Cantoral",2018,152,0,"Dramas, Independent Movies, International Movies",Netflix
14540,Movie,The Delivery Boy,"Jamal Ibrahim, Jemima Osunde, Charles Etubiebi, Jude Chukwuka, Chris Iheuwa, Kehinde Fasuyi",2018,67,0,"International Movies, Thrillers",Netflix
14541,Movie,Wedy Atkalam,"Abdulmohsen Al-Qaffas, Jamal Alradhan, Jassim Al Nabhan, Layla Abdullah, Khaled Al-Buraiki",2018,72,0,"Comedies, Dramas, International Movies",Netflix
14542,Movie,Fire In The Blood,William Hurt,2012,83,0,"Documentaries, International Movies",Netflix
14543,Movie,The Wrong Missy,"David Spade, Lauren Lapkus, Nick Swardson, Geoff Pierson, Jackie Sandler, Sarah Chalke, Rob Schneider, Chris Witaske, Joe Anoa'I, Molly Sims",2020,90,0,"Comedies, Romantic Movies",Netflix
14544,Movie,Ali & Alia,"Khalifa Albhri, Neven Madi, Talal Mahmood, Sawsan Saad, Fatma Hassan",2019,106,0,"Dramas, International Movies, Romantic Movies",Netflix
14545,TV Show,True: Terrific Tales,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek Mcgrath",2020,0,1,Kids' Tv,Netflix
14546,Movie,Unbreakable Kimmy Schmidt: Kimmy Vs. The Reverend,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Daniel Radcliffe, Lauren Adams, Sara Chase, Sol Miranda, Amy Sedaris, Mike Carlsen, Dylan Gelula, Chris Parnell, Heidi Gardner, Jack Mcbrayer, Zak Orth, Fred Armisen, Johnny Knoxville",2020,190,0,Comedies,Netflix
14547,Movie,Action Replayy,"Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher, Neha Dhupia, Rannvijay Singh, Aditya Roy Kapur, Sudeepa Singh, Randhir Kapoor, Rajpal Yadav",2010,129,0,"Children & Family Movies, Comedies, International Movies",Netflix
14548,Movie,Andaz Apna Apna,"Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor, Paresh Rawal, Mehmood, Deven Verma, Jagdeep, Shakti Kapoor",1994,160,0,"Action & Adventure, Comedies, Cult Movies",Netflix
14549,TV Show,Bordertown,"Ville Virtanen, Matleena Kuusniemi, Anu Sinisalo, Lenita Susi, Kristiina Halttu, Olivia Ainali, Ilkka Villi, Max Bremer, Matti Laine, Jasmin Hamid",2019,0,3,"Crime Tv Shows, International Tv Shows, Tv Dramas",Netflix
14550,Movie,Have A Good Trip: Adventures In Psychedelics,"Nick Offerman, Adam Scott",2020,86,0,Documentaries,Netflix
14551,Movie,John Henry,"Terry Crews, Ludacris, Jamila Velazquez, J.J. Soria, Ken Foree, Daffany Clark, Kimberly Hébert-Gregory, Tyler Alvarez",2020,92,0,"Dramas, Thrillers",Netflix
14552,Movie,18 Presents,"Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli",2020,114,0,"Dramas, Independent Movies, International Movies",Netflix
14553,TV Show,Dead To Me,"Christina Applegate, Linda Cardellini, James Marsden, Max Jenkins, Sam Mccarthy, Luke Roessler, Edward Asner",2020,0,2,"Tv Comedies, Tv Dramas",Netflix
14554,TV Show,Restaurants On The Edge,"Nick Liberato, Karin Bohn, Dennis Prescott",2020,0,2,"International Tv Shows, Reality Tv",Netflix
14555,TV Show,The Eddy,"André Holland, Joanna Kulig, Amandla Stenberg, Leïla Bekhti, Tahar Rahim, Benjamin Biolay, Adil Dehbi, Melissa George, Lada Obradovic, Tchéky Karyo, Randy Kerber, Elyes Aguis, Damian Nueva Cortes",2020,0,1,"International Tv Shows, Tv Dramas",Netflix
14556,TV Show,The Hollow,"Adrian Petriw, Ashleigh Ball, Connor Parnall, Mark Hildreth, Alex Barima, Jesse Moss, Diana Kaarina, Brian Dobson",2020,0,2,"Kids' Tv, Tv Thrillers",Netflix
14557,Movie,Aerials,"Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak, Pascale Matar, Luke Coutts, Abeer Mohammed",2016,90,0,"International Movies, Sci-Fi & Fantasy",Netflix
14558,Movie,In Paradox,"Faisal Al Omairi, Jafra Younes, Samr Ismaiel, Ghanim Alzerlli, Jaber Jokhadar, Nawar Youssef, Jassim Al Nabhan, Fayez Kazak, Nancy Khoury, Jamal Hamdan",2019,94,0,"International Movies, Sci-Fi & Fantasy, Thrillers",Netflix
14559,TV Show,Scissor Seven,"He Xiaofeng, Jiang Guangtao, Duan Yixuan, Zhu Rongrong, Wen Sen, Jiang Huiqin, Ban Ma, Ronny Chieng, Shinji Saito, Daniel Sosa",2020,0,2,"International Tv Shows, Tv Action & Adventure, Tv Comedies",Netflix
14560,Movie,Si Doel The Movie,"Rano Karno, Mandra Naih, Cornelia Agatha, Maudy Koesnaedi, Aminah Tjendrakasih, Suty Karno, Salman Alfarizi, Adam Jagwani",2018,86,0,"Dramas, International Movies",Netflix
14561,Movie,Becoming,Michelle Obama,2020,89,0,Documentaries,Netflix
14562,Movie,"Sí, Mi Amor","Yiddá Eslava, Julián Zucchi, Andrés Salas, Magdyel Ugaz, Pietro Sibille, Saskia Bernaola, Sebastián Monteghirfo, Mayra Olivera",2020,107,0,"Comedies, International Movies, Romantic Movies",Netflix
14563,Movie,Jerry Seinfeld: 23 Hours To Kill,Jerry Seinfeld,2020,61,0,Stand-Up Comedy,Netflix
